AR Ref Nbr,Days Past Due,Aging Bucket,AR Doc Type,PF Ref Nbr,Post Date,Status,Terms,Due Date,Amount,Retainage,Open Balance,Unreleased Retainage,Released Retainage,Date Payment Received,Branch ID,Branch,Customer ID,Customer Name,Sales Rep,Service,Warranty,Project ID,Project Start Date,Project Stage,Billing Stage,Substantial Completion Date,Project Site Address 1,Project Site Address 2,Project Site City,Project Site State,Project Site Zip Code,Site = Default Billing,Billing Email,Customer Default Payment Type,Parent Account ID,Retainage Document,Billing Address 1,Billing Address 2,Billing City,Billing State,Billing Zip Code,Invoice Created By
AR002704,,,Invoice,,06/03/2025,Closed,NET 5,06/08/2025,0.00,0.00,0.00,0.00,0.00,06/03/2025,11100,"Milwaukee, WI",BA002055,Facility Services Group,Paul Brissman,,,X,,,,,8633 W Lynx Ave,,Milwaukee,WI,53225,FALSE,,CHECK,,FALSE,317 Oakton Ave,,Pewaukee,WI,53072,Megan Block
AR002703,,,Invoice,,06/03/2025,Closed,NET 5,06/08/2025,0.00,0.00,0.00,0.00,0.00,06/03/2025,11100,"Milwaukee, WI",BA021614,Wisconsin Black Historical Museum,Floyd McKinley,,,X,,,,,2620 W Center St,,Milwaukee,WI,53206,FALSE,,CHECK,,FALSE,2620 W Center St,,Milwaukee,WI,53206,Megan Block
AR002697,,,Invoice,PF000884,06/02/2025,Closed,NET 5,06/07/2025,"255,794.00",0.00,0.00,0.00,0.00,07/18/2025,11100,"Milwaukee, WI",BA023063,RAFTRX Commercial Roofing,Ricardo Herrera,,,PR00050682,04/15/2025,Complete/Job Ready to Cost,Paid in Full,,,,,,,TRUE,Dekberg@raftrx.com,CHECK,,FALSE,,,,,,Megan Block
AR002591,,,Invoice,PF000870,06/02/2025,Open,NET30,07/02/2025,685.39,0.00,685.39,0.00,0.00,,11100,"Milwaukee, WI",BA008738,167471 ROOF CONNECT,Khary Penebaker,TRUE,,PR00051085,05/24/2025,Job Complete,,,131 Commerce Street Lake Delton WI 53940,,Lake Delton,WI,53940,TRUE,,CHECK,,FALSE,44 Grant 65,,Sheridan,AR,72150,Khary Penebaker
AR002590,,,Invoice,PF000869,05/31/2025,Open,NET30,06/30/2025,700.00,0.00,700.00,0.00,0.00,,11100,"Milwaukee, WI",BA011910,169866 NORTH AMERICAN REPAIRS,Khary Penebaker,TRUE,,PR00051134,05/28/2025,Job Complete,,,"4121 Calumet Avenue Manitowoc, WI 54220",,Manitowoc,WI,54220,TRUE,,FEDWIRE,,FALSE,"18795 W Bluemound Rd, Brookfield, WI 53045",,"Brookfield,",WI,53045,Khary Penebaker
AR002589,,,Invoice,PF000868,05/31/2025,Closed,RECEIPT,05/31/2025,400.00,0.00,0.00,0.00,0.00,08/18/2025,11100,"Milwaukee, WI",BA004906,NA Pegnato Roofing Intelligence Netwo,Khary Penebaker,TRUE,,PR00051091,05/27/2025,Job Complete,,,"4300 Highway 360 Fort Worth, TX 76155",,Fort Worth,TX,76155,TRUE,,CHECK,,FALSE,4307 Roma Ct,,Marina Del Rey,CA,90292,Khary Penebaker
AR002588,,,Invoice,PF000867,05/30/2025,Closed,NET30,06/29/2025,800.00,0.00,0.00,0.00,0.00,07/21/2025,11100,"Milwaukee, WI",BA008738,167471 ROOF CONNECT,Khary Penebaker,TRUE,,PR00051067,05/22/2025,Job Complete,,,5419 Washington Road Kenosha WI 53144,,Kenosha,WI,53144,TRUE,,CHECK,,FALSE,44 Grant 65,,Sheridan,AR,72150,Khary Penebaker
AR002571,,,Invoice,,05/08/2025,Closed,NET30,06/07/2025,"2,210.00",0.00,0.00,0.00,0.00,07/21/2025,11102,"Clifton, NJ",BA022528,Dicaperl Minerals,Mike Walsh,,,X,,,,,9111 River Rd,,Pennsauken Township,NJ,8110,FALSE,Aolivencia@dicaperl.com,CHECK,,FALSE,9111 River Rd,,Pennsauken Township,NJ,8110,Megan Block
AR002569,,,Invoice,,05/30/2025,Closed,NET45,07/14/2025,800.00,0.00,0.00,0.00,0.00,08/18/2025,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,,,X,,,,,4120 Quakerbridge Rd.,,Lawrence Township,NJ,8648,FALSE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR002562,,,Invoice,,05/30/2025,Closed,NET30,06/29/2025,"15,246.00",0.00,0.00,0.00,0.00,06/13/2025,11100,"Milwaukee, WI",BA006383,FIVES LANDIS CORP.,,,,X,,,,,481 Gardner St,,South Beloit,IL,61080-1394,TRUE,FIVESLANDIS-AP@fivesgroup.com,CHECK,,FALSE,16778 Halfway Blvd.,,Hagerstown,MD,21740,Megan Block
AR002560,,,Invoice,,05/30/2025,Open,NET45,07/14/2025,"1,500.00",0.00,"1,500.00",0.00,0.00,,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,,,X,,,,,2035 Lincoln Hwy #2150,,Edison,NJ,8817,FALSE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR002554,,,Invoice,,05/30/2025,Open,NET60,07/29/2025,800.00,0.00,800.00,0.00,0.00,,11102,"Clifton, NJ",BA009036,167970 NRP East Coast,Todd Parsons,,,X,,,,,3056 State Rt. 10,,West Denville,NJ,7834,FALSE,,CHECK,BA002066,FALSE,10 Prospect Hill Terrace,,Windsor,CT,6088,Megan Block
AR002549,,,Invoice,PF000833,05/30/2025,Open,NET30,06/29/2025,"2,000.00",0.00,"2,000.00",0.00,0.00,,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,TRUE,,PR00051100,05/27/2025,Job Complete,,,2035 Lincoln Hwy #2150,,Edison,NJ,8817,TRUE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR002540,,,Invoice,PF000824,05/30/2025,Closed,NET 5,06/04/2025,"10,454.00",0.00,0.00,0.00,0.00,06/20/2025,11100,"Milwaukee, WI",BA007926,Ozaukee Ice Center,Ray Hollnagel,,,PR00051139,07/18/2025,Substantially Complete,,,5505 Pioneer Rd #144n,,Mequon,WI,53097,TRUE,,CHECK,,FALSE,5505 Pioneer Rd #144n,,Mequon,WI,53097,Megan Block
AR002486,,,Invoice,,05/28/2025,Closed,NET 5,06/02/2025,"53,505.67",0.00,0.00,0.00,0.00,05/28/2025,11100,"Milwaukee, WI",BA005178,Coral Chemical Company,Steven Krause,,,X,,,,,1915 Industrial Ave.,,Zion,IL,60099,TRUE,,CHECK,,FALSE,1915 Industrial Ave.,,Zion,IL,60099,Megan Block
AR002484,,,Invoice,,05/28/2025,Open,NET30,06/27/2025,800.00,0.00,800.00,0.00,0.00,,11100,"Milwaukee, WI",BA008738,167471 ROOF CONNECT,Khary Penebaker,,,X,,,,,445 Route 206 Montague NJ 07827,,Montague,NJ,7827,FALSE,,CHECK,,FALSE,44 Grant 65,,Sheridan,AR,72150,Khary Penebaker
AR002481,,,Invoice,PF000768,05/28/2025,Closed,NET 5,06/02/2025,"33,606.79",0.00,0.00,0.00,0.00,05/28/2025,11100,"Milwaukee, WI",BA023031,Wireformers Inc,Floyd McKinley,,,PR00051099,06/10/2025,Substantially Complete,,,500 Carboy Rd,,Mt Prospect,IL,60056,TRUE,info@wireformers.com,CHECK,,FALSE,500 Carboy Rd,,Mt Prospect,IL,60056,Megan Block
AR002478,,,Invoice,PF000764,05/28/2025,Closed,NET 5,06/02/2025,"117,290.33",0.00,0.00,0.00,0.00,06/13/2025,11101,"Saginaw, TX",BA011884,Champion Homes of Mansfield,Jordan Marshall,,,PR00050985,07/13/2025,Job Complete,,,606 S 2nd Ave,,Mansfield,TX,76063,TRUE,,CHECK,,FALSE,606 S 2nd Ave,,Mansfield,TX,76063,Megan Block
AR002476,,,Invoice,PF000763,05/28/2025,Closed,NET 5,06/02/2025,"73,614.00",0.00,0.00,0.00,0.00,08/18/2025,11100,"Milwaukee, WI",BA008629,EMCO Chemical Distributors,Steven Krause,,,PR00050795,05/14/2025,Substantially Complete,,07/22/2025,2100 Commonwealth Ave.,,North Chicago,IL,60064,TRUE,,CHECK,,FALSE,2100 Commonwealth Ave.,,North Chicago,IL,60064,Megan Block
AR002471,,,Invoice,PF000758,05/28/2025,Open,NET 5,06/02/2025,"20,500.00",0.00,"20,500.00",0.00,0.00,,11102,"Clifton, NJ",BA007499,Athena Health Care,Todd Parsons,,,PR00046130,04/14/2025,Job Complete,,04/18/2025,745 School St,,Webster,MA,6385,TRUE,,CHECK,,FALSE,301 Rope Ferry Rd,,Waterford,CT,6385,Megan Block
AR002469,,,Invoice,PF000756,05/28/2025,Closed,NET 5,06/02/2025,"96,776.40",0.00,0.00,0.00,0.00,07/03/2025,11102,"Clifton, NJ",BA007351,Brookdale Senior Living,Christopher Shields,,,PR00051006,05/22/2025,Job Complete,,05/26/2025,200009 Rosebank Way,,Hagerstown,MD,21742,TRUE,,CHECK,,FALSE,669 Washington St,,Auburn,MA,1501,Megan Block
AR002467,,,Invoice,PF000582,05/27/2025,Closed,NET30,06/26/2025,"56,618.75",0.00,0.00,0.00,0.00,08/12/2025,11100,"Milwaukee, WI",BA002261,2000 Development Corporation,Steven Krause,,,PR00050730,04/23/2025,Job Complete,,06/30/2025,N26 W23880 Commerce Circle,,Waukesha,WI,53188,TRUE,bsievert@2000dc.com,CHECK,,FALSE,17280 W. North Ave.,,Brookfield,WI,53045,Megan Block
AR002466,,,Invoice,PF000754,05/28/2025,Closed,NET 5,06/02/2025,"32,083.33",0.00,0.00,0.00,0.00,06/13/2025,11102,"Clifton, NJ",BA022703,Willner Properties,Mike Walsh,,,PR00050739,04/25/2025,Job Complete,Paid in Full,,905 Sproul Rd,,Springfield,PA,19064,FALSE,Liz@willnerproperties.com,CHECK,,FALSE,150 Allendale Rd,,King of Prussia,PA,19406,Megan Block
AR002452,,,Invoice,,05/27/2025,Open,NET 5,06/01/2025,772.04,0.00,772.04,0.00,0.00,,11100,"Milwaukee, WI",BA021527,Factotum Property Management,Floyd McKinley,,,X,,,,,1400 n Seminary Ave,,Woodstock,IL,60098,FALSE,,CHECK,,FALSE,1400 n Seminary Ave,,Woodstock,IL,60098,Megan Block
AR002451,,,Invoice,,05/27/2025,Open,NET 5,06/01/2025,800.00,0.00,800.00,0.00,0.00,,11102,"Clifton, NJ",BA021519,Wybrook Construction,Christopher Shields,,,X,,,,,1080 McDonald Ave,,Brooklyn,NY,11230,FALSE,,CHECK,,FALSE,204 W Passaic St,,Rochelle Park,NJ,7662,Megan Block
AR002450,,,Credit Memo,,05/27/2025,Closed,,,800.00,0.00,0.00,0.00,0.00,05/27/2025,11102,"Clifton, NJ",BA021519,Wybrook Construction,Christopher Shields,,,X,,,,,244 W Passaic St,,Rochelle Park,NJ,7662,TRUE,,CHECK,,FALSE,204 W Passaic St,,Rochelle Park,NJ,7662,Megan Block
AR002449,,,Invoice,,05/27/2025,Canceled,NET 5,06/30/2025,800.00,0.00,0.00,0.00,0.00,05/27/2025,11102,"Clifton, NJ",BA021519,Wybrook Construction,Christopher Shields,,,X,,,,,1080 McDonald Ave,,Brooklyn,NY,11230,FALSE,,CHECK,,FALSE,204 W Passaic St,,Rochelle Park,NJ,7662,Megan Block
AR002448,,,Invoice,,05/27/2025,Closed,NET 5,06/01/2025,0.00,0.00,0.00,0.00,0.00,05/27/2025,11100,"Milwaukee, WI",BA007500,United Community Center,Ray Hollnagel,,,X,,,,,1645 S 36th St,,Milwaukee,WI,53215,FALSE,,CHECK,,FALSE,1028 S 9th St,,Milwaukee,WI,53204,Megan Block
AR002447,,,Invoice,,05/27/2025,Closed,NET 5,06/01/2025,0.00,0.00,0.00,0.00,0.00,05/27/2025,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,,,X,,,,,2035 Lincoln Hwy #2150,,Edison,NJ,8817,FALSE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR002446,,,Invoice,PF000740,05/27/2025,Open,NET 5,06/01/2025,"33,315.08",0.00,"33,315.08",0.00,0.00,,11100,"Milwaukee, WI",BA021503,C B Mills,Steven Krause,,,PR00045083,10/05/2023,Job Complete,Paid in Full,10/08/2024,1300 Northwestern Ave,,Gurnee,IL,60031,TRUE,,CHECK,,FALSE,1300 Northwestern Ave,,Gurnee,IL,60031,Megan Block
AR002445,,,Invoice,,05/27/2025,Closed,NET 5,06/01/2025,"2,500.00",0.00,0.00,0.00,0.00,06/02/2025,11101,"Saginaw, TX",BA023208,R-Delta Engineers Inc.,Kade Kimberlin,,,X,,,,,618 Main St,,Garland,TX,75040,FALSE,nmendoza@rdelta.com,CHECK,,FALSE,618 Main St,,Garland,TX,75040,Megan Block
AR002444,,,Invoice,,05/27/2025,Closed,NET 5,06/01/2025,700.00,0.00,0.00,0.00,0.00,06/06/2025,11101,"Saginaw, TX",BA022672,Davis Machine & Manufacturing Co,Hunter McCranie,,,X,,,,,1503 Royal Pkwy,,Euless,TX,76040,FALSE,pedro@davismachine.com,CHECK,,FALSE,1503 Royal Pkwy,,Euless,TX,76040,Megan Block
AR002443,,,Invoice,,05/27/2025,Closed,NET 5,06/01/2025,"1,000.00",0.00,0.00,0.00,0.00,06/12/2025,11101,"Saginaw, TX",BA020380,1611201 Medical City Weatherford,Jordan Marshall,,,X,,,,,713 E Anderson St,,Weatherford,TX,78086,FALSE,,CHECK,,FALSE,713 E Anderson St,,Weatherford,TX,78086,Megan Block
AR002442,,,Invoice,,05/27/2025,Closed,NET 5,06/01/2025,"1,000.00",0.00,0.00,0.00,0.00,06/16/2025,11101,"Saginaw, TX",BA023137,Texas Harley-Davidson,Jordan Marshall,,,X,,,,,1 Texas Harley Way,,Bedford,TX,76021,FALSE,ron.olivas@texasharley.com,CHECK,,FALSE,1 Texas Harley Way,,Bedford,TX,76021,Megan Block
AR002441,,,Invoice,,05/27/2025,Closed,NET 5,06/01/2025,"4,750.00",0.00,0.00,0.00,0.00,08/05/2025,11101,"Saginaw, TX",BA022696,"Overwraps Packaging, Inc.",Jordan Marshall,,,X,,,,,3950 La Reunion Pkwy,,Dallas,TX,75212,FALSE,tantram@overwraps.com,CHECK,,FALSE,3950 La Reunion Pkwy,,Dallas,TX,75212,Megan Block
AR002440,,,Invoice,,05/27/2025,Closed,NET 5,06/01/2025,"10,898.38",0.00,0.00,0.00,0.00,07/14/2025,11100,"Milwaukee, WI",BA008349,Fives Giddings and Lewis,Steven Krause,,,X,,,,,142 Doty St,,Fond du Lac,WI,54935,FALSE,,CHECK,,FALSE,142 Doty St,,Fond du Lac,WI,54935,Megan Block
AR002439,,,Invoice,,05/27/2025,Closed,NET 5,06/01/2025,"2,767.94",0.00,0.00,0.00,0.00,06/16/2025,11100,"Milwaukee, WI",BA005825,Coakley Brothers,Paul Brissman,,,X,,,,,1000 W Bruce St,,Milwaukee,WI,53204,FALSE,,CHECK,,FALSE,400 S 5th St,,Milwaukee,WI,53204,Megan Block
AR002438,,,Invoice,,05/27/2025,Closed,NET 5,06/01/2025,0.00,0.00,0.00,0.00,0.00,05/27/2025,11100,"Milwaukee, WI",BA007583,Chromium Corporation,Ray Hollnagel,,,X,,,,,1930 Roosevelt Ave,,Racine,WI,53406,FALSE,,CHECK,,FALSE,1930 Roosevelt Ave,,Racine,WI,53406,Megan Block
AR002437,,,Invoice,,05/27/2025,Closed,NET 5,06/01/2025,0.00,0.00,0.00,0.00,0.00,05/27/2025,11100,"Milwaukee, WI",BA012156,Staff Electric,Adam Hickmann,,,X,,,,,13000 W Silver Spring Dr,,Butler,WI,53007,FALSE,mschroeder@staffelectric.com,CHECK,,FALSE,13000 W Silver Spring Dr,,Butler,WI,53007,Megan Block
AR002436,,,Invoice,,05/28/2025,Open,NET 5,06/02/2025,850.00,0.00,850.00,0.00,0.00,,11100,"Milwaukee, WI",BA007583,Chromium Corporation,Ray Hollnagel,,,X,,,,,1930 Roosevelt Ave,,Racine,WI,53406,FALSE,,CHECK,,FALSE,1930 Roosevelt Ave,,Racine,WI,53406,Megan Block
AR002435,,,Invoice,,05/27/2025,Open,NET30,06/26/2025,"1,583.10",0.00,"1,583.10",0.00,0.00,,11100,"Milwaukee, WI",BA012116,National Laboratory Sales,Floyd McKinley,,,X,,,,,2501 9th St,,Rockford,IL,61104,FALSE,rockfordrealty@yahoo.com,CHECK,,FALSE,2501 9th St,,Rockford,IL,61104,Megan Block
AR002434,,,Invoice,,05/28/2025,Open,NET 5,06/03/2025,"33,445.04",0.00,"22,796.01",0.00,0.00,,11100,"Milwaukee, WI",BA012116,National Laboratory Sales,Floyd McKinley,,,X,,,,,2501 9th St,,Rockford,IL,61104,FALSE,rockfordrealty@yahoo.com,CHECK,,FALSE,2501 9th St,,Rockford,IL,61104,Megan Block
AR002377,,,Invoice,PF000708,05/22/2025,Open,NET10,06/01/2025,"115,806.00",0.00,"115,806.00",0.00,0.00,,11100,"Milwaukee, WI",BA005457,Hoffman Estates Hotel Group LLC,Ray Hollnagel,,,PR00046073,11/12/2024,Job Complete,,02/11/2025,4800 Hoffman Blvd,,Hoffman Estates,IL,60192,TRUE,,CHECK,,FALSE,1158 W 86th St,,Indianapolis,IN,46260,Megan Block
AR002376,,,Invoice,PF000707,05/22/2025,Closed,RECEIPT,05/22/2025,"52,420.00",0.00,0.00,0.00,0.00,06/06/2025,11100,"Milwaukee, WI",BA020039,Federal Industries,,,,PR00050491,04/01/2025,Complete/Job Ready to Cost,Paid in Full,,215 Federal Ave.,,Belleville,WI,53508,TRUE,cgrimm@federalind.com,CHECK,,FALSE,215 Federal Ave.,,Belleville,WI,53508,Megan Block
AR002375,,,Invoice,PF000706,05/22/2025,Open,NET 5,05/27/2025,"47,803.00",0.00,"47,803.00",0.00,0.00,,11100,"Milwaukee, WI",BA002280,Prairie Management and Development,Adam Hickmann,,,PR00046063,03/23/2025,Job Complete,,07/28/2025,2325 N 50th Street,,Milwaukee,WI,53210,TRUE,Pcondich@pmdchicago.com,CHECK,,FALSE,333 N Michigan Ave #1700,,Chicago,IL,60601,Megan Block
AR002374,,,Invoice,PF000705,05/22/2025,Closed,NET 5,05/27/2025,"34,865.66",0.00,0.00,0.00,0.00,05/29/2025,11100,"Milwaukee, WI",BA008045,Trinity Lutheran Church,Paul Brissman,,,PR00050997,05/19/2025,Job Complete,,07/17/2025,1904 Winnebago St,,Madison,WI,53704,TRUE,,CHECK,,FALSE,1904 Winnebago St,,Madison,WI,53704,Megan Block
AR002373,,,Invoice,PF000704,05/22/2025,Closed,NET 5,05/27/2025,"28,422.00",0.00,0.00,0.00,0.00,06/03/2025,11100,"Milwaukee, WI",BA009273,Rote Oil,Paul Brissman,,,PR00050617,04/07/2025,Job Complete,,,12345 W Layton Ave,,Greenfield,WI,53228,TRUE,,CHECK,,FALSE,PO Box 183,,Lake Geneva,WI,53147,Megan Block
AR002371,,,Invoice,PF000703,05/21/2025,Closed,NET 5,05/26/2025,"24,136.00",0.00,0.00,0.00,0.00,06/16/2025,11100,"Milwaukee, WI",BA021398,The Alexander Company,Adam Hickmann,,,PR00046132,03/28/2025,Complete/Job Ready to Cost,Paid in Full,05/03/2025,2450 Rimock Rd,,Madison,WI,53713,TRUE,bsterling@alexandercompany.com,CHECK,,FALSE,2450 Rimock Rd,,Madison,WI,53713,Megan Block
AR002363,,,Invoice,,05/21/2025,Open,NET 5,05/26/2025,838.91,0.00,838.91,0.00,0.00,,11100,"Milwaukee, WI",BA022188,Extra Space Storage (National),Brian Gallagher,,,X,,,,,"3774 N Richards St Milwaukee, WI 53212",,Milwaukee,WI,53212,FALSE,john.taylor@extraspace.com,CHECK,,FALSE,4455 W Montrose Ave,,Chicago,IL,60641,Khary Penebaker
AR002362,,,Invoice,,05/21/2025,Open,NET 5,05/26/2025,"1,000.00",0.00,"1,000.00",0.00,0.00,,11100,"Milwaukee, WI",BA022188,Extra Space Storage (National),Brian Gallagher,,,X,,,,,"5317 W Burnham St. West Allis, WI 53219",,West Allis,WI,53219,FALSE,john.taylor@extraspace.com,CHECK,,FALSE,4455 W Montrose Ave,,Chicago,IL,60641,Khary Penebaker
AR002360,,,Invoice,,05/21/2025,Open,NET60,07/20/2025,"1,200.00",0.00,"1,200.00",0.00,0.00,,11102,"Clifton, NJ",BA002066,161996 National Roofing Partners,Khary Penebaker,,,X,,,,,"34-52 Laurel Hill Blvd Flushing, NY 11378",,Flushing,NY,11378,FALSE,accounting@rlnrp.com,FEDWIRE,,FALSE,621 TX-121 #400,,Coppell,TX,75019,Khary Penebaker
AR002359,,,Invoice,,05/21/2025,Closed,NET 5,05/26/2025,"1,162.49",0.00,0.00,0.00,0.00,06/16/2025,11100,"Milwaukee, WI",BA022188,Extra Space Storage (National),Brian Gallagher,,,X,,,,,"2625 e main st st. charles, IL 60174",,St. Charles,IL,60174,FALSE,john.taylor@extraspace.com,CHECK,,FALSE,4455 W Montrose Ave,,Chicago,IL,60641,Khary Penebaker
AR002357,,,Invoice,,05/20/2025,Open,NET 5,05/25/2025,"1,917.00",0.00,"1,917.00",0.00,0.00,,11100,"Milwaukee, WI",BA008550,Hendricks Properties,Adam Hickmann,,,X,,,,,601 Genesee St,,Delafield,WI,53018,FALSE,,CHECK,BA005227,FALSE,525 3rd St,STE 300,Beloit,WI,53511,Megan Block
AR002356,,,Invoice,,05/20/2025,Closed,NET 5,05/25/2025,"2,900.00",0.00,0.00,0.00,0.00,08/08/2025,11100,"Milwaukee, WI",BA022811,Symons Corporation,Steven Krause,,,X,,,,,903 Silvernail Rd,,Pewaukee,WI,53072,FALSE,bradtetzlaff@daytonsuperior.com,CHECK,,FALSE,903 Silvernail Rd,,Pewaukee,WI,53072,Megan Block
AR002354,,,Invoice,,05/20/2025,Closed,NET 5,05/25/2025,"1,360.83",0.00,0.00,0.00,0.00,06/20/2025,11100,"Milwaukee, WI",BA003955,R Now Inc,,,,X,,,,,8636 W National Ave # R,,Milwaukee,WI,53227,FALSE,,CHECK,,FALSE,8636 W National Ave # R,,Milwaukee,WI,53227,Megan Block
AR002353,,,Invoice,,05/20/2025,Closed,NET 5,05/25/2025,500.00,0.00,0.00,0.00,0.00,05/27/2025,11100,"Milwaukee, WI",BA023097,Elevate Schiller LLC,Adam Hickmann,,,X,,,,,4655 25th Ave,,Schiller Park,IL,60176,FALSE,pm@elevateg.com,CHECK,,FALSE,"655 Deerfield Rd, Suite 100-320",,Deerfield,IL,60015,Megan Block
AR002351,,,Invoice,,05/20/2025,Closed,NET 5,05/25/2025,865.13,0.00,0.00,0.00,0.00,05/27/2025,11100,"Milwaukee, WI",BA002136,Unco Industries,Steven Krause,,,X,,,,,7802 Old Spring St #1,,Mt Pleasant,WI,53406,FALSE,,CHECK,,FALSE,7802 Old Spring St #1,,Mt Pleasant,WI,53406,Megan Block
AR002350,,,Invoice,,05/20/2025,Closed,NET 5,05/25/2025,"5,792.70",0.00,0.00,0.00,0.00,05/29/2025,11100,"Milwaukee, WI",BA021604,Toolrite Manufacturing Co,Steven Krause,,,X,,,,,16400 W Lincoln Ave,,New Berlin,WI,53151,FALSE,,CHECK,,FALSE,16400 W Lincoln Ave,,New Berlin,WI,53151,Megan Block
AR002327,,,Invoice,,05/20/2025,Closed,NET 5,05/25/2025,"1,518.00",0.00,0.00,0.00,0.00,07/21/2025,11102,"Clifton, NJ",BA022528,Dicaperl Minerals,Mike Walsh,,,X,,,,,9111 River Rd,,Pennsauken Township,NJ,8110,FALSE,Aolivencia@dicaperl.com,CHECK,,FALSE,9111 River Rd,,Pennsauken Township,NJ,8110,Megan Block
AR002326,,,Invoice,,05/20/2025,Open,NET 5,06/20/2025,850.00,0.00,850.00,0.00,0.00,,11102,"Clifton, NJ",BA012543,FRIENDWELL MANAGEMENT GROUP LLC,Todd Parsons,,,X,,,,,222 Bergen Blvd.,,Fairview,NJ,7022,FALSE,retailinvoices@friendwell.com,CHECK,,FALSE,2035 Lincoln Hwy #2150,,Edison,NJ,8817,Megan Block
AR002325,,,Invoice,,05/20/2025,Open,NET 5,05/25/2025,"3,233.39",0.00,"3,233.39",0.00,0.00,,11100,"Milwaukee, WI",BA023185,Evansville Manor Nursing Home & Rehabilitaion,Steven Krause,,,X,,,,,470 Garfield Ave.,,Evansville,WI,53536,FALSE,kschoer@evansvillemanor.com,CHECK,,FALSE,470 Garfield Ave.,,Evansville,WI,53536,Megan Block
AR002324,,,Invoice,,05/20/2025,Open,NET 5,05/25/2025,927.19,0.00,927.19,0.00,0.00,,11100,"Milwaukee, WI",BA012426,Fabricated Metal Products,Paul Brissman,,,X,,,,,3240 E. Van Norman Ave.,,Cudahy,WI,,FALSE,buddy.robinson@fabmet.com,CHECK,,FALSE,3240 E. Van Norman Ave.,,Cudahy,WI,,Megan Block
AR002323,,,Invoice,,05/16/2025,Closed,NET 5,05/21/2025,"1,500.00",0.00,0.00,0.00,0.00,05/27/2025,11101,"Saginaw, TX",BA012079,Fort Worth Sash and Door,Jordan Marshall,,,X,,,,,9125 South Freeway,,Fort Worth,TX,76140,FALSE,manager@fortworthlumber.com,CHECK,,FALSE,9125 South Freeway,,Fort Worth,TX,76140,Megan Block
AR002322,,,Credit Memo,,05/16/2025,Closed,,,"2,637.50",0.00,0.00,0.00,0.00,05/16/2025,11101,"Saginaw, TX",BA012079,Fort Worth Sash and Door,Jordan Marshall,,,X,,,,,9125 South Freeway,,Fort Worth,TX,76140,TRUE,manager@fortworthlumber.com,CHECK,,FALSE,9125 South Freeway,,Fort Worth,TX,76140,Megan Block
AR002321,,,Invoice,,05/16/2025,Closed,NET 5,05/21/2025,"1,500.00",0.00,0.00,0.00,0.00,06/26/2025,11101,"Saginaw, TX",BA022071,Medical City Arlington,Jordan Marshall,,,X,,,,,3301 Matlock Rd,,Arlington,TX,76015,FALSE,Lowell.webb@medicalcityhealth.com,CHECK,,FALSE,3301 Matlock Rd,,Arlington,TX,76015,Megan Block
AR002320,,,Credit Memo,,05/16/2025,Closed,,,"2,352.50",0.00,0.00,0.00,0.00,05/16/2025,11101,"Saginaw, TX",BA022071,Medical City Arlington,Jordan Marshall,,,X,,,,,3301 Matlock Rd,,Arlington,TX,76015,TRUE,Lowell.webb@medicalcityhealth.com,CHECK,,FALSE,3301 Matlock Rd,,Arlington,TX,76015,Megan Block
AR002319,,,Invoice,,05/16/2025,Closed,NET 5,05/21/2025,"1,200.00",0.00,0.00,0.00,0.00,06/26/2025,11101,"Saginaw, TX",BA022071,Medical City Arlington,Jordan Marshall,,,X,,,,,3301 Matlock Rd,,Arlington,TX,76015,FALSE,Lowell.webb@medicalcityhealth.com,CHECK,,FALSE,3301 Matlock Rd,,Arlington,TX,76015,Megan Block
AR002318,,,Credit Memo,,05/16/2025,Closed,,,"1,862.50",0.00,0.00,0.00,0.00,05/16/2025,11101,"Saginaw, TX",BA022071,Medical City Arlington,Jordan Marshall,,,X,,,,,3301 Matlock Rd,,Arlington,TX,76015,TRUE,Lowell.webb@medicalcityhealth.com,CHECK,,FALSE,3301 Matlock Rd,,Arlington,TX,76015,Megan Block
AR002317,,,Invoice,,05/20/2025,Open,NET 5,05/25/2025,500.00,0.00,500.00,0.00,0.00,,11102,"Clifton, NJ",BA023147,Berkadia,Todd Parsons,,,X,,,,,100 Broadway,,Huntington Station,NY,11746,FALSE,will.buchanan@berkadia.com,CHECK,,FALSE,100 Broadway,,Huntington Station,NY,11746,Megan Block
